Year,Month,Company,Type,SubCategory,Account,Amount (INR)
2019,12,Construct Corp G,Assets,PPE,Land,3146389.2
2019,12,Construct Corp G,Assets,PPE,Buildings,4452336.88
2019,12,Construct Corp G,Assets,PPE,Construction Equipment,6227329.17
2019,12,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-2131663.87
2019,12,Construct Corp G,Assets,PPE,Vehicles,4830426.51
2019,12,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-4152576.16
2019,12,Construct Corp G,Assets,Other Long Term Assets,Investments,1168774.23
2019,12,Construct Corp G,Assets,Other Long Term Assets,Intangible Assets,3622028.97
2019,12,Construct Corp G,Assets,Other Long Term Assets,Accumulated Amortization,-833489.0
2019,12,Construct Corp G,Liabilities,Current Liabilities,Accounts Payable,3674265.67
2019,12,Construct Corp G,Liabilities,Current Liabilities,Accrued Expenses,5128589.56
2019,12,Construct Corp G,Liabilities,Current Liabilities,Short-Term Loans,7417730.67
2019,12,Construct Corp G,Liabilities,Long-Term Liabilities,Long-Term Debt,3563108.34
2019,12,Construct Corp G,Liabilities,Long-Term Liabilities,Lease Obligations,4666322.4
2019,12,Construct Corp G,Equity,Shareholder's Equity,Common Stock,5457412.76
2019,12,Construct Corp G,Equity,Shareholder's Equity,Preferred Stock,2050905.17
2019,12,Construct Corp G,Equity,Shareholder's Equity,Additional Paid-in Capital,1290933.02
2019,12,Construct Corp G,Equity,Shareholder's Equity,Retained Earnings,3579286.39
2020,1,Construct Corp G,Assets,Current Assets,Cash and Cash Equivalents,3964312.64
2020,1,Construct Corp G,Assets,Current Assets,Accounts Receivable,2512636.29
2020,1,Construct Corp G,Assets,Current Assets,Allowance for Doubtful Accounts,-7229066.73
2020,1,Construct Corp G,Assets,Current Assets,Inventory,2111595.94
2020,1,Construct Corp G,Assets,Current Assets,Prepaid Expenses,7274080.01
2020,1,Construct Corp G,Assets,PPE,Land,2228431.16
2020,1,Construct Corp G,Assets,PPE,Buildings,7131132.5
2020,1,Construct Corp G,Assets,PPE,Construction Equipment,5173376.82
2020,1,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-4469369.93
2020,1,Construct Corp G,Assets,PPE,Vehicles,5259175.64
2020,1,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-1980081.47
2020,1,Construct Corp G,Assets,Other Long Term Assets,Investments,6283057.0
2020,1,Construct Corp G,Assets,Other Long Term Assets,Intangible Assets,1677238.0
2020,1,Construct Corp G,Assets,Other Long Term Assets,Accumulated Amortization,-5526828.53
2020,1,Construct Corp G,Liabilities,Current Liabilities,Accounts Payable,3785090.96
2020,1,Construct Corp G,Liabilities,Current Liabilities,Accrued Expenses,5647639.35
2020,1,Construct Corp G,Liabilities,Current Liabilities,Short-Term Loans,4390819.94
2020,1,Construct Corp G,Liabilities,Long-Term Liabilities,Long-Term Debt,6312837.24
2020,1,Construct Corp G,Liabilities,Long-Term Liabilities,Lease Obligations,6871830.02
2020,1,Construct Corp G,Equity,Shareholder's Equity,Common Stock,6160866.96
2020,1,Construct Corp G,Equity,Shareholder's Equity,Preferred Stock,3167681.32
2020,1,Construct Corp G,Equity,Shareholder's Equity,Additional Paid-in Capital,5877146.58
2020,1,Construct Corp G,Equity,Shareholder's Equity,Retained Earnings,6094769.04
2020,2,Construct Corp G,Assets,Current Assets,Cash and Cash Equivalents,1890510.78
2020,2,Construct Corp G,Assets,Current Assets,Accounts Receivable,5775198.41
2020,2,Construct Corp G,Assets,Current Assets,Allowance for Doubtful Accounts,-3378023.31
2020,2,Construct Corp G,Assets,Current Assets,Inventory,2640185.67
2020,2,Construct Corp G,Assets,Current Assets,Prepaid Expenses,3519748.91
2020,2,Construct Corp G,Assets,PPE,Land,5569090.94
2020,2,Construct Corp G,Assets,PPE,Buildings,6457676.86
2020,2,Construct Corp G,Assets,PPE,Construction Equipment,5795817.34
2020,2,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-6234210.63
2020,2,Construct Corp G,Assets,PPE,Vehicles,3533170.01
2020,2,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-4484299.31
2020,2,Construct Corp G,Assets,Other Long Term Assets,Investments,1293263.52
2020,2,Construct Corp G,Assets,Other Long Term Assets,Intangible Assets,4160765.18
2020,2,Construct Corp G,Assets,Other Long Term Assets,Accumulated Amortization,-2130058.09
2020,2,Construct Corp G,Liabilities,Current Liabilities,Accounts Payable,3091296.79
2020,2,Construct Corp G,Liabilities,Current Liabilities,Accrued Expenses,4207779.19
2020,2,Construct Corp G,Liabilities,Current Liabilities,Short-Term Loans,6179016.64
2020,2,Construct Corp G,Liabilities,Long-Term Liabilities,Long-Term Debt,4742539.15
2020,2,Construct Corp G,Liabilities,Long-Term Liabilities,Lease Obligations,3397717.69
2020,2,Construct Corp G,Equity,Shareholder's Equity,Common Stock,3610259.11
2020,2,Construct Corp G,Equity,Shareholder's Equity,Preferred Stock,2741896.54
2020,2,Construct Corp G,Equity,Shareholder's Equity,Additional Paid-in Capital,6166711.06
2020,2,Construct Corp G,Equity,Shareholder's Equity,Retained Earnings,2437288.35
2020,3,Construct Corp G,Assets,Current Assets,Cash and Cash Equivalents,1781005.68
2020,3,Construct Corp G,Assets,Current Assets,Accounts Receivable,5710780.57
2020,3,Construct Corp G,Assets,Current Assets,Allowance for Doubtful Accounts,-5685938.84
2020,3,Construct Corp G,Assets,Current Assets,Inventory,2888095.02
2020,3,Construct Corp G,Assets,Current Assets,Prepaid Expenses,1042633.38
2020,3,Construct Corp G,Assets,PPE,Land,7396923.61
2020,3,Construct Corp G,Assets,PPE,Buildings,7247287.04
2020,3,Construct Corp G,Assets,PPE,Construction Equipment,1003609.93
2020,3,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-2533902.53
2020,3,Construct Corp G,Assets,PPE,Vehicles,4122971.35
2020,3,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-6168666.74
2020,3,Construct Corp G,Assets,Other Long Term Assets,Investments,4104987.84
2020,3,Construct Corp G,Assets,Other Long Term Assets,Intangible Assets,4889116.31
2020,3,Construct Corp G,Assets,Other Long Term Assets,Accumulated Amortization,-2714268.71
2020,3,Construct Corp G,Liabilities,Current Liabilities,Accounts Payable,7528711.36
2020,3,Construct Corp G,Liabilities,Current Liabilities,Accrued Expenses,3698624.81
2020,3,Construct Corp G,Liabilities,Current Liabilities,Short-Term Loans,1954233.56
2020,3,Construct Corp G,Liabilities,Long-Term Liabilities,Long-Term Debt,1367762.99
2020,3,Construct Corp G,Liabilities,Long-Term Liabilities,Lease Obligations,825371.16
2020,3,Construct Corp G,Equity,Shareholder's Equity,Common Stock,5678079.66
2020,3,Construct Corp G,Equity,Shareholder's Equity,Preferred Stock,6599657.24
2020,3,Construct Corp G,Equity,Shareholder's Equity,Additional Paid-in Capital,2167458.29
2020,3,Construct Corp G,Equity,Shareholder's Equity,Retained Earnings,1001220.8
2020,4,Construct Corp G,Assets,Current Assets,Cash and Cash Equivalents,2553085.45
2020,4,Construct Corp G,Assets,Current Assets,Accounts Receivable,1987499.83
2020,4,Construct Corp G,Assets,Current Assets,Allowance for Doubtful Accounts,-4286639.14
2020,4,Construct Corp G,Assets,Current Assets,Inventory,5732064.62
2020,4,Construct Corp G,Assets,Current Assets,Prepaid Expenses,4758593.83
2020,4,Construct Corp G,Assets,PPE,Land,3817617.55
2020,4,Construct Corp G,Assets,PPE,Buildings,1422272.74
2020,4,Construct Corp G,Assets,PPE,Construction Equipment,3723411.75
2020,4,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-1256727.98
2020,4,Construct Corp G,Assets,PPE,Vehicles,4621097.55
2020,4,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-3436278.77
2020,4,Construct Corp G,Assets,Other Long Term Assets,Investments,618667.56
2020,4,Construct Corp G,Assets,Other Long Term Assets,Intangible Assets,5060312.02
2020,4,Construct Corp G,Assets,Other Long Term Assets,Accumulated Amortization,-5835187.21
2020,4,Construct Corp G,Liabilities,Current Liabilities,Accounts Payable,7623303.3
2020,4,Construct Corp G,Liabilities,Current Liabilities,Accrued Expenses,5459991.27
2020,4,Construct Corp G,Liabilities,Current Liabilities,Short-Term Loans,1285632.6
2020,4,Construct Corp G,Liabilities,Long-Term Liabilities,Long-Term Debt,6690919.29
2020,4,Construct Corp G,Liabilities,Long-Term Liabilities,Lease Obligations,3574563.18
2020,4,Construct Corp G,Equity,Shareholder's Equity,Common Stock,3644859.01
2020,4,Construct Corp G,Equity,Shareholder's Equity,Preferred Stock,6805871.69
2020,4,Construct Corp G,Equity,Shareholder's Equity,Additional Paid-in Capital,2734606.25
2020,4,Construct Corp G,Equity,Shareholder's Equity,Retained Earnings,6709163.94
2020,5,Construct Corp G,Assets,Current Assets,Cash and Cash Equivalents,7048891.92
2020,5,Construct Corp G,Assets,Current Assets,Accounts Receivable,5919107.44
2020,5,Construct Corp G,Assets,Current Assets,Allowance for Doubtful Accounts,-4479206.94
2020,5,Construct Corp G,Assets,Current Assets,Inventory,2850371.94
2020,5,Construct Corp G,Assets,Current Assets,Prepaid Expenses,367237.61
2020,5,Construct Corp G,Assets,PPE,Land,3915155.67
2020,5,Construct Corp G,Assets,PPE,Buildings,5125866.16
2020,5,Construct Corp G,Assets,PPE,Construction Equipment,6773294.43
2020,5,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-5235272.62
2020,5,Construct Corp G,Assets,PPE,Vehicles,5503293.63
2020,5,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-6447671.28
2020,5,Construct Corp G,Assets,Other Long Term Assets,Investments,491249.38
2020,5,Construct Corp G,Assets,Other Long Term Assets,Intangible Assets,3388665.37
2020,5,Construct Corp G,Assets,Other Long Term Assets,Accumulated Amortization,-3309209.09
2020,5,Construct Corp G,Liabilities,Current Liabilities,Accounts Payable,1879724.69
2020,5,Construct Corp G,Liabilities,Current Liabilities,Accrued Expenses,2469170.27
2020,5,Construct Corp G,Liabilities,Current Liabilities,Short-Term Loans,2046413.44
2020,5,Construct Corp G,Liabilities,Long-Term Liabilities,Long-Term Debt,6342777.01
2020,5,Construct Corp G,Liabilities,Long-Term Liabilities,Lease Obligations,6349262.89
2020,5,Construct Corp G,Equity,Shareholder's Equity,Common Stock,5556976.47
2020,5,Construct Corp G,Equity,Shareholder's Equity,Preferred Stock,4852058.26
2020,5,Construct Corp G,Equity,Shareholder's Equity,Additional Paid-in Capital,4706535.59
2020,5,Construct Corp G,Equity,Shareholder's Equity,Retained Earnings,1986467.84
2020,6,Construct Corp G,Assets,Current Assets,Cash and Cash Equivalents,5762838.09
2020,6,Construct Corp G,Assets,Current Assets,Accounts Receivable,5352784.03
2020,6,Construct Corp G,Assets,Current Assets,Allowance for Doubtful Accounts,-715322.15
2020,6,Construct Corp G,Assets,Current Assets,Inventory,3278161.24
2020,6,Construct Corp G,Assets,Current Assets,Prepaid Expenses,1512145.74
2020,6,Construct Corp G,Assets,PPE,Land,4538210.76
2020,6,Construct Corp G,Assets,PPE,Buildings,5157828.9
2020,6,Construct Corp G,Assets,PPE,Construction Equipment,4833677.07
2020,6,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-2449275.14
2020,6,Construct Corp G,Assets,PPE,Vehicles,5962778.37
2020,6,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-316856.02
2020,6,Construct Corp G,Assets,Other Long Term Assets,Investments,1554249.45
2020,6,Construct Corp G,Assets,Other Long Term Assets,Intangible Assets,5390989.4
2020,6,Construct Corp G,Assets,Other Long Term Assets,Accumulated Amortization,-6528337.87
2020,6,Construct Corp G,Liabilities,Current Liabilities,Accounts Payable,1349955.62
2020,6,Construct Corp G,Liabilities,Current Liabilities,Accrued Expenses,3379916.75
2020,6,Construct Corp G,Liabilities,Current Liabilities,Short-Term Loans,6463088.21
2020,6,Construct Corp G,Liabilities,Long-Term Liabilities,Long-Term Debt,3770898.05
2020,6,Construct Corp G,Liabilities,Long-Term Liabilities,Lease Obligations,6318866.72
2020,6,Construct Corp G,Equity,Shareholder's Equity,Common Stock,3399824.3
2020,6,Construct Corp G,Equity,Shareholder's Equity,Preferred Stock,6429567.16
2020,6,Construct Corp G,Equity,Shareholder's Equity,Additional Paid-in Capital,2283975.8
2020,6,Construct Corp G,Equity,Shareholder's Equity,Retained Earnings,4542378.45
2020,7,Construct Corp G,Assets,Current Assets,Cash and Cash Equivalents,709166.45
2020,7,Construct Corp G,Assets,Current Assets,Accounts Receivable,3580289.63
2020,7,Construct Corp G,Assets,Current Assets,Allowance for Doubtful Accounts,-4324641.65
2020,7,Construct Corp G,Assets,Current Assets,Inventory,1175698.77
2020,7,Construct Corp G,Assets,Current Assets,Prepaid Expenses,7296766.32
2020,7,Construct Corp G,Assets,PPE,Land,6161208.99
2020,7,Construct Corp G,Assets,PPE,Buildings,5856800.57
2020,7,Construct Corp G,Assets,PPE,Construction Equipment,6912202.22
2020,7,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-3749763.86
2020,7,Construct Corp G,Assets,PPE,Vehicles,3558391.26
2020,7,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-5115148.29
2020,7,Construct Corp G,Assets,Other Long Term Assets,Investments,1650529.03
2020,7,Construct Corp G,Assets,Other Long Term Assets,Intangible Assets,5757169.61
2020,7,Construct Corp G,Assets,Other Long Term Assets,Accumulated Amortization,-4186886.89
2020,7,Construct Corp G,Liabilities,Current Liabilities,Accounts Payable,3364347.55
2020,7,Construct Corp G,Liabilities,Current Liabilities,Accrued Expenses,2420471.27
2020,7,Construct Corp G,Liabilities,Current Liabilities,Short-Term Loans,3896107.52
2020,7,Construct Corp G,Liabilities,Long-Term Liabilities,Long-Term Debt,6556247.67
2020,7,Construct Corp G,Liabilities,Long-Term Liabilities,Lease Obligations,7118188.04
2020,7,Construct Corp G,Equity,Shareholder's Equity,Common Stock,4801405.28
2020,7,Construct Corp G,Equity,Shareholder's Equity,Preferred Stock,3607929.3
2020,7,Construct Corp G,Equity,Shareholder's Equity,Additional Paid-in Capital,2370726.54
2020,7,Construct Corp G,Equity,Shareholder's Equity,Retained Earnings,7949093.69
2020,8,Construct Corp G,Assets,Current Assets,Cash and Cash Equivalents,1359437.78
2020,8,Construct Corp G,Assets,Current Assets,Accounts Receivable,1830230.71
2020,8,Construct Corp G,Assets,Current Assets,Allowance for Doubtful Accounts,-7823848.86
2020,8,Construct Corp G,Assets,Current Assets,Inventory,2608925.34
2020,8,Construct Corp G,Assets,Current Assets,Prepaid Expenses,5191923.41
2020,8,Construct Corp G,Assets,PPE,Land,2899921.99
2020,8,Construct Corp G,Assets,PPE,Buildings,5454760.49
2020,8,Construct Corp G,Assets,PPE,Construction Equipment,746277.51
2020,8,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-1887862.58
2020,8,Construct Corp G,Assets,PPE,Vehicles,2783666.48
2020,8,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-3047188.82
2020,8,Construct Corp G,Assets,Other Long Term Assets,Investments,5535026.57
2020,8,Construct Corp G,Assets,Other Long Term Assets,Intangible Assets,7026175.77
2020,8,Construct Corp G,Assets,Other Long Term Assets,Accumulated Amortization,-4550762.44
2020,8,Construct Corp G,Liabilities,Current Liabilities,Accounts Payable,2168074.92
2020,8,Construct Corp G,Liabilities,Current Liabilities,Accrued Expenses,5710172.12
2020,8,Construct Corp G,Liabilities,Current Liabilities,Short-Term Loans,750605.67
2020,8,Construct Corp G,Liabilities,Long-Term Liabilities,Long-Term Debt,5856976.76
2020,8,Construct Corp G,Liabilities,Long-Term Liabilities,Lease Obligations,6037163.01
2020,8,Construct Corp G,Equity,Shareholder's Equity,Common Stock,3761944.68
2020,8,Construct Corp G,Equity,Shareholder's Equity,Preferred Stock,868608.82
2020,8,Construct Corp G,Equity,Shareholder's Equity,Additional Paid-in Capital,2339792.6
2020,8,Construct Corp G,Equity,Shareholder's Equity,Retained Earnings,5453346.65
2020,9,Construct Corp G,Assets,Current Assets,Cash and Cash Equivalents,3538941.02
2020,9,Construct Corp G,Assets,Current Assets,Accounts Receivable,3636632.88
2020,9,Construct Corp G,Assets,Current Assets,Allowance for Doubtful Accounts,-3406559.12
2020,9,Construct Corp G,Assets,Current Assets,Inventory,3174148.17
2020,9,Construct Corp G,Assets,Current Assets,Prepaid Expenses,5612638.53
2020,9,Construct Corp G,Assets,PPE,Land,4568583.06
2020,9,Construct Corp G,Assets,PPE,Buildings,4410777.24
2020,9,Construct Corp G,Assets,PPE,Construction Equipment,3329895.4
2020,9,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-889889.04
2020,9,Construct Corp G,Assets,PPE,Vehicles,1169312.45
2020,9,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-6012145.7
2020,9,Construct Corp G,Assets,Other Long Term Assets,Investments,6764685.32
2020,9,Construct Corp G,Assets,Other Long Term Assets,Intangible Assets,1110453.73
2020,9,Construct Corp G,Assets,Other Long Term Assets,Accumulated Amortization,-1267715.34
2020,9,Construct Corp G,Liabilities,Current Liabilities,Accounts Payable,5617272.39
2020,9,Construct Corp G,Liabilities,Current Liabilities,Accrued Expenses,987229.43
2020,9,Construct Corp G,Liabilities,Current Liabilities,Short-Term Loans,7028981.04
2020,9,Construct Corp G,Liabilities,Long-Term Liabilities,Long-Term Debt,2923143.45
2020,9,Construct Corp G,Liabilities,Long-Term Liabilities,Lease Obligations,1046646.93
2020,9,Construct Corp G,Equity,Shareholder's Equity,Common Stock,1901845.93
2020,9,Construct Corp G,Equity,Shareholder's Equity,Preferred Stock,7632462.65
2020,9,Construct Corp G,Equity,Shareholder's Equity,Additional Paid-in Capital,7020931.29
2020,9,Construct Corp G,Equity,Shareholder's Equity,Retained Earnings,4460692.15
2020,10,Construct Corp G,Assets,Current Assets,Cash and Cash Equivalents,8012777.28
2020,10,Construct Corp G,Assets,Current Assets,Accounts Receivable,1645873.68
2020,10,Construct Corp G,Assets,Current Assets,Allowance for Doubtful Accounts,-3126336.53
2020,10,Construct Corp G,Assets,Current Assets,Inventory,3616081.62
2020,10,Construct Corp G,Assets,Current Assets,Prepaid Expenses,7182426.22
2020,10,Construct Corp G,Assets,PPE,Land,7998885.43
2020,10,Construct Corp G,Assets,PPE,Buildings,6081400.8
2020,10,Construct Corp G,Assets,PPE,Construction Equipment,7486930.39
2020,10,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-3104706.83
2020,10,Construct Corp G,Assets,PPE,Vehicles,4819093.34
2020,10,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-891711.19
2020,10,Construct Corp G,Assets,Other Long Term Assets,Investments,759667.58
2020,10,Construct Corp G,Assets,Other Long Term Assets,Intangible Assets,959027.54
2020,10,Construct Corp G,Assets,Other Long Term Assets,Accumulated Amortization,-4600709.12
2020,10,Construct Corp G,Liabilities,Current Liabilities,Accounts Payable,4077268.26
2020,10,Construct Corp G,Liabilities,Current Liabilities,Accrued Expenses,2693641.32
2020,10,Construct Corp G,Liabilities,Current Liabilities,Short-Term Loans,4997163.6
2020,10,Construct Corp G,Liabilities,Long-Term Liabilities,Long-Term Debt,4566014.66
2020,10,Construct Corp G,Liabilities,Long-Term Liabilities,Lease Obligations,5180093.3
2020,10,Construct Corp G,Equity,Shareholder's Equity,Common Stock,2426455.03
2020,10,Construct Corp G,Equity,Shareholder's Equity,Preferred Stock,8158655.53
2020,10,Construct Corp G,Equity,Shareholder's Equity,Additional Paid-in Capital,6548287.03
2020,10,Construct Corp G,Equity,Shareholder's Equity,Retained Earnings,1683654.14
2020,11,Construct Corp G,Assets,Current Assets,Cash and Cash Equivalents,5852228.18
2020,11,Construct Corp G,Assets,Current Assets,Accounts Receivable,5217960.04
2020,11,Construct Corp G,Assets,Current Assets,Allowance for Doubtful Accounts,-3785804.66
2020,11,Construct Corp G,Assets,Current Assets,Inventory,423374.33
2020,11,Construct Corp G,Assets,Current Assets,Prepaid Expenses,821463.57
2020,11,Construct Corp G,Assets,PPE,Land,2639486.24
2020,11,Construct Corp G,Assets,PPE,Buildings,7448184.1
2020,11,Construct Corp G,Assets,PPE,Construction Equipment,7265362.84
2020,11,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-1093412.71
2020,11,Construct Corp G,Assets,PPE,Vehicles,6301319.74
2020,11,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-7809335.33
2020,11,Construct Corp G,Assets,Other Long Term Assets,Investments,4743843.99
2020,11,Construct Corp G,Assets,Other Long Term Assets,Intangible Assets,1139326.67
2020,11,Construct Corp G,Assets,Other Long Term Assets,Accumulated Amortization,-7969926.17
2020,11,Construct Corp G,Liabilities,Current Liabilities,Accounts Payable,1120188.84
2020,11,Construct Corp G,Liabilities,Current Liabilities,Accrued Expenses,6057756.53
2020,11,Construct Corp G,Liabilities,Current Liabilities,Short-Term Loans,1534196.31
2020,11,Construct Corp G,Liabilities,Long-Term Liabilities,Long-Term Debt,3356744.89
2020,11,Construct Corp G,Liabilities,Long-Term Liabilities,Lease Obligations,6997614.69
2020,11,Construct Corp G,Equity,Shareholder's Equity,Common Stock,1183800.72
2020,11,Construct Corp G,Equity,Shareholder's Equity,Preferred Stock,7112115.08
2020,11,Construct Corp G,Equity,Shareholder's Equity,Additional Paid-in Capital,7520635.03
2020,11,Construct Corp G,Equity,Shareholder's Equity,Retained Earnings,7344371.73
2020,12,Construct Corp G,Assets,Current Assets,Cash and Cash Equivalents,3834621.27
2020,12,Construct Corp G,Assets,Current Assets,Accounts Receivable,5679548.88
2020,12,Construct Corp G,Assets,Current Assets,Allowance for Doubtful Accounts,-7168888.8
2020,12,Construct Corp G,Assets,Current Assets,Inventory,5664482.46
2020,12,Construct Corp G,Assets,Current Assets,Prepaid Expenses,1663142.07
2020,12,Construct Corp G,Assets,PPE,Land,798846.15
2020,12,Construct Corp G,Assets,PPE,Buildings,1682966.57
2020,12,Construct Corp G,Assets,PPE,Construction Equipment,706185.95
2020,12,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-3627389.42
2020,12,Construct Corp G,Assets,PPE,Vehicles,4496080.62
2020,12,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-6797580.66
2020,12,Construct Corp G,Assets,Other Long Term Assets,Investments,1888905.29
2020,12,Construct Corp G,Assets,Other Long Term Assets,Intangible Assets,2239979.54
2020,12,Construct Corp G,Assets,Other Long Term Assets,Accumulated Amortization,-2855851.88
2020,12,Construct Corp G,Liabilities,Current Liabilities,Accounts Payable,6687635.61
2020,12,Construct Corp G,Liabilities,Current Liabilities,Accrued Expenses,5284929.65
2020,12,Construct Corp G,Liabilities,Current Liabilities,Short-Term Loans,926124.31
2020,12,Construct Corp G,Liabilities,Long-Term Liabilities,Long-Term Debt,4808401.25
2020,12,Construct Corp G,Liabilities,Long-Term Liabilities,Lease Obligations,5099025.11
2020,12,Construct Corp G,Equity,Shareholder's Equity,Common Stock,1682895.0
2020,12,Construct Corp G,Equity,Shareholder's Equity,Preferred Stock,6938429.08
2020,12,Construct Corp G,Equity,Shareholder's Equity,Additional Paid-in Capital,431199.34
2020,12,Construct Corp G,Equity,Shareholder's Equity,Retained Earnings,1663638.02
2021,1,Construct Corp G,Assets,Current Assets,Cash and Cash Equivalents,5476958.33
2021,1,Construct Corp G,Assets,Current Assets,Accounts Receivable,6974689.21
2021,1,Construct Corp G,Assets,Current Assets,Allowance for Doubtful Accounts,-7002354.68
2021,1,Construct Corp G,Assets,Current Assets,Inventory,7763795.06
2021,1,Construct Corp G,Assets,Current Assets,Prepaid Expenses,3852594.55
2021,1,Construct Corp G,Assets,PPE,Land,2262141.25
2021,1,Construct Corp G,Assets,PPE,Buildings,6086829.78
2021,1,Construct Corp G,Assets,PPE,Construction Equipment,3778141.79
2021,1,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-6121746.51
2021,1,Construct Corp G,Assets,PPE,Vehicles,6800624.41
2021,1,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-5693656.51
2021,1,Construct Corp G,Assets,Other Long Term Assets,Investments,5216185.0
2021,1,Construct Corp G,Assets,Other Long Term Assets,Intangible Assets,1856735.81
2021,1,Construct Corp G,Assets,Other Long Term Assets,Accumulated Amortization,-2348632.8
2021,1,Construct Corp G,Liabilities,Current Liabilities,Accounts Payable,2904758.14
2021,1,Construct Corp G,Liabilities,Current Liabilities,Accrued Expenses,440767.12
2021,1,Construct Corp G,Liabilities,Current Liabilities,Short-Term Loans,1313693.24
2021,1,Construct Corp G,Liabilities,Long-Term Liabilities,Long-Term Debt,5326611.05
2021,1,Construct Corp G,Liabilities,Long-Term Liabilities,Lease Obligations,817195.82
2021,1,Construct Corp G,Equity,Shareholder's Equity,Common Stock,1915991.12
2021,1,Construct Corp G,Equity,Shareholder's Equity,Preferred Stock,4318269.4
2021,1,Construct Corp G,Equity,Shareholder's Equity,Additional Paid-in Capital,4802726.45
2021,1,Construct Corp G,Equity,Shareholder's Equity,Retained Earnings,7035862.67
2021,2,Construct Corp G,Assets,Current Assets,Cash and Cash Equivalents,1062768.48
2021,2,Construct Corp G,Assets,Current Assets,Accounts Receivable,4247391.77
2021,2,Construct Corp G,Assets,Current Assets,Allowance for Doubtful Accounts,-2187508.23
2021,2,Construct Corp G,Assets,Current Assets,Inventory,6368465.36
2021,2,Construct Corp G,Assets,Current Assets,Prepaid Expenses,6272673.4
2021,2,Construct Corp G,Assets,PPE,Land,4695068.21
2021,2,Construct Corp G,Assets,PPE,Buildings,1184118.09
2021,2,Construct Corp G,Assets,PPE,Construction Equipment,1364747.59
2021,2,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-4569622.01
2021,2,Construct Corp G,Assets,PPE,Vehicles,1472749.93
2021,2,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-2732242.12
2021,2,Construct Corp G,Assets,Other Long Term Assets,Investments,7009477.08
2021,2,Construct Corp G,Assets,Other Long Term Assets,Intangible Assets,7814376.27
2021,2,Construct Corp G,Assets,Other Long Term Assets,Accumulated Amortization,-6546978.29
2021,2,Construct Corp G,Liabilities,Current Liabilities,Accounts Payable,549128.99
2021,2,Construct Corp G,Liabilities,Current Liabilities,Accrued Expenses,4242644.17
2021,2,Construct Corp G,Liabilities,Current Liabilities,Short-Term Loans,4752923.82
2021,2,Construct Corp G,Liabilities,Long-Term Liabilities,Long-Term Debt,2301901.57
2021,2,Construct Corp G,Liabilities,Long-Term Liabilities,Lease Obligations,6094576.48
2021,2,Construct Corp G,Equity,Shareholder's Equity,Common Stock,3347588.22
2021,2,Construct Corp G,Equity,Shareholder's Equity,Preferred Stock,916915.55
2021,2,Construct Corp G,Equity,Shareholder's Equity,Additional Paid-in Capital,1740055.68
2021,2,Construct Corp G,Equity,Shareholder's Equity,Retained Earnings,3763727.26
2021,3,Construct Corp G,Assets,Current Assets,Cash and Cash Equivalents,3664719.75
2021,3,Construct Corp G,Assets,Current Assets,Accounts Receivable,3809512.55
2021,3,Construct Corp G,Assets,Current Assets,Allowance for Doubtful Accounts,-2594830.15
2021,3,Construct Corp G,Assets,Current Assets,Inventory,6583130.63
2021,3,Construct Corp G,Assets,Current Assets,Prepaid Expenses,7953428.73
2021,3,Construct Corp G,Assets,PPE,Land,3537612.38
2021,3,Construct Corp G,Assets,PPE,Buildings,4681503.38
2021,3,Construct Corp G,Assets,PPE,Construction Equipment,6302647.5
2021,3,Construct Corp G,Assets,PPE,Accumulated Depreciation - PPE,-6785626.33
2021,3,Construct Corp G,Assets,PPE,Vehicles,7707317.53
2021,3,Construct Corp G,Assets,PPE,Accumulated Depreciation - Vehicles,-1574432.47
